id,Game ID,Wk,Day,Date,Time,Home,xG Home,G Home,Away,xG Away,G Away,League,Season,Score,Match Link,home_elo,away_elo,B365H,B365D,B365A,xScore,xScoreElo,Home Avg Players Score,Away Avg Players Score,Home Star Player Count,Away Star Player Count,Players Found %,xPower,xSuperPower,importance1,importance2,proj_score1,proj_score2,spi1,spi2,prob1,prob2,probtie,Home Points,Away Points,xG Home Diff,xG Away Diff,Home Avg Points,Away Avg Points,Home Avg Goals For,Away Avg Goals For,Home Avg Goals Against,Away Avg Goals Against,Home Matches Played,Away Matches Played,Home Points/Match,Away Points/Match,Home Form Points,Away Form Points,Home Form Goals For,Away Form Goals For,Home Form Goals Against,Away Form Goals Against,Home Head-to-Head Points,Away Head-to-Head Points,Home Head-to-Head Goals For,Away Head-to-Head Goals For,Home Head-to-Head Goals Against,Away Head-to-Head Goals Against,xG Home Avg Diff,xG Home Form Diff,xG Away Avg Diff,xG Away Form Diff
6122,4053140203,15.0,Wed,2020-12-16,21:00,Monaco,0.8,0,Lens,1.3,3,Ligue-1,2020-2021,-1,https://fbref.com/en/matches/46790907/Monaco-Lens-December-16-2020-Ligue-1,1611.58,1516.43,2.15,3.4,3.4,1,1,73.25,70.44,0,0,0.91,0,0,59.2,12.0,2.18,0.97,74.67,60.04,0.6424,0.1547,0.2029,0,3,-0.8,1.7,1.5,1.62,1.64,1.62,1.52,1.62,42,13,1.5,1.62,1.8,1.4,2.0,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,-0.4,-0.05,0.08
6123,3690443664,15.0,Wed,2020-12-16,21:00,Paris S-G,2.7,2,Lorient,1.4,0,Ligue-1,2020-2021,1,https://fbref.com/en/matches/60fcfb5f/Paris-Saint-Germain-Lorient-December-16-2020-Ligue-1,1874.19,1460.82,1.33,5.25,9.0,1,1,81.93,70.19,3,0,0.78,1,1,89.0,41.6,3.09,0.46,85.85,51.21,0.8792,0.0302,0.0906,3,0,-0.7,-1.4,2.34,0.79,2.63,1.07,0.83,1.71,41,14,2.34,0.79,1.4,0.6,2.0,0.6,1.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.56,-0.21,-0.7
6124,6332057710,15.0,Wed,2020-12-16,21:00,Rennes,1.2,2,Marseille,1.2,1,Ligue-1,2020-2021,1,https://fbref.com/en/matches/7757b78e/Rennes-Marseille-December-16-2020-Ligue-1,1600.12,1678.56,1.65,4.2,4.75,1,-1,73.25,76.25,0,0,0.88,0,0,24.5,61.4,1.25,1.15,66.63,67.36,0.378,0.3344,0.2875,3,0,0.8,-0.2,1.71,2.08,1.38,1.5,1.0,0.98,42,40,1.71,2.08,0.8,3.0,0.4,1.8,1.4,0.4,0.5,2.0,0.5,1.0,1.0,0.5,0.02,-1.04,0.23,0.26
6125,9832757728,15.0,Wed,2020-12-16,21:00,Bordeaux,0.7,1,Saint-Étienne,2.3,2,Ligue-1,2020-2021,-1,https://fbref.com/en/matches/80a19aca/Bordeaux-Saint-Etienne-December-16-2020-Ligue-1,1583.78,1513.75,1.12,9.0,19.0,1,1,73.69,72.69,0,0,0.84,0,0,7.5,29.9,1.19,0.83,60.3,55.45,0.4351,0.2528,0.3121,0,3,0.3,-0.3,1.33,1.02,1.29,0.98,1.17,1.55,42,42,1.33,1.02,1.4,0.6,1.0,0.6,1.2,1.4,0.5,2.0,0.5,1.0,1.0,0.5,0.21,-0.08,-0.12,-0.64
6126,3407123795,15.0,Wed,2020-12-16,21:00,Lyon,3.8,2,Brest,1.7,2,Ligue-1,2020-2021,0,https://fbref.com/en/matches/b1b2b42a/Lyon-Brest-December-16-2020-Ligue-1,1738.28,1539.37,2.4,3.4,2.87,1,1,77.0,70.69,0,0,0.81,0,0,57.0,5.9,2.31,0.79,77.58,56.29,0.709,0.1099,0.1811,1,1,-1.8,0.3,1.64,1.31,1.6,1.36,0.9,1.48,42,42,1.64,1.31,3.0,2.4,2.0,2.2,0.4,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-0.02,0.42,0.15,0.82
506,8502420218,13.0,Thu,2020-12-17,18:00,Aston Villa,1.5,0,Burnley,0.3,0,Premier-League,2020-2021,0,https://fbref.com/en/matches/5d89f60c/Aston-Villa-Burnley-December-17-2020-Premier-League,1693.89,1706.22,1.75,3.8,4.5,1,0,74.25,75.93,0,0,0.96,0,0,,,1.7,0.95,74.61,65.91,0.5447,0.2089,0.2463,1,1,-1.5,-0.3,1.1,1.29,1.29,1.0,1.67,1.39,48,49,1.1,1.29,1.2,1.6,1.8,0.6,1.6,1.2,2.0,0.5,2.0,1.5,1.5,2.0,0.03,-0.02,-0.17,-0.34
507,5572813522,13.0,Thu,2020-12-17,20:00,Sheffield Utd,1.5,2,Manchester Utd,1.9,3,Premier-League,2020-2021,-1,https://fbref.com/en/matches/3b3cc5f6/Sheffield-United-Manchester-United-December-17-2020-Premier-League,1632.52,1859.64,7.0,4.6,1.44,-1,-1,73.0,83.5,0,2,0.96,-1,-1,37.4,62.0,0.89,1.84,63.64,84.18,0.1756,0.5942,0.2302,0,3,0.5,1.1,1.1,1.76,0.88,1.73,1.2,1.08,50,49,1.1,1.76,0.0,2.6,0.4,2.0,2.2,0.8,0.5,2.0,1.5,3.0,3.0,1.5,-0.22,-0.54,0.16,0.34
2397,5654396410,12.0,Thu,2020-12-17,20:45,Roma,3.1,3,Torino,1.0,1,Serie-A,2020-2021,1,https://fbref.com/en/matches/1dab0587/Roma-Torino-December-17-2020-Serie-A,1772.38,1569.49,,,,0,1,77.75,71.31,0,0,0.94,0,0,65.9,36.6,2.44,0.92,79.31,57.3,0.6983,0.1216,0.1802,3,0,-0.1,0.0,1.9,0.94,2.1,1.33,1.33,1.94,48,49,1.9,0.94,2.0,0.4,2.2,1.4,1.2,2.2,1.5,1.5,1.5,2.0,2.0,1.5,0.09,0.08,0.13,0.18
7839,1389081588,13.0,Fri,2020-12-18,20:30,Union Berlin,1.0,2,Dortmund,1.3,1,Bundesliga,2020-2021,1,https://fbref.com/en/matches/536a493e/Union-Berlin-Dortmund-December-18-2020-Bundesliga,1675.12,1841.1,4.75,4.0,1.65,-1,-1,71.0,84.23,0,6,1.0,-1,-1,22.8,66.2,1.04,1.82,69.31,84.8,0.2104,0.5497,0.2399,3,0,1.0,-0.3,1.28,1.98,1.43,2.37,1.63,1.24,46,46,1.28,1.98,1.2,1.4,1.8,2.0,2.0,2.2,1.5,1.5,1.5,3.0,3.0,1.5,0.11,0.5,0.5,-0.14
4305,5424153730,14.0,Fri,2020-12-18,21:00,Athletic Club,1.4,2,Huesca,0.2,0,La-Liga,2020-2021,1,https://fbref.com/en/matches/fe536378/Athletic-Club-Huesca-December-18-2020-La-Liga,1694.47,1598.66,1.9,3.3,4.33,1,1,75.25,71.31,0,0,0.88,0,0,28.6,46.8,1.42,0.89,71.31,64.07,0.4866,0.2334,0.2801,3,0,0.6,-0.2,1.24,0.85,1.1,0.92,1.1,1.54,51,13,1.27,0.85,1.0,1.2,1.6,1.2,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.01,0.2
508,2930032030,14.0,Sat,2020-12-19,12:30,Crystal Palace,0.3,0,Liverpool,2.5,7,Premier-League,2020-2021,-1,https://fbref.com/en/matches/d05715a8/Crystal-Palace-Liverpool-December-19-2020-Premier-League,1704.44,1977.17,6.5,4.33,1.5,-1,-1,76.57,86.7,0,8,0.89,-1,-1,12.7,67.8,1.0,2.05,69.98,87.15,0.1764,0.6104,0.2132,0,3,-0.3,4.5,1.2,2.48,1.0,2.2,1.36,1.02,51,51,1.2,2.49,1.0,2.2,1.4,2.2,1.2,0.6,0.0,3.0,0.5,3.0,3.0,0.5,0.01,0.12,0.37,0.74
4306,8920415274,14.0,Sat,2020-12-19,14:00,Atlético Madrid,2.2,3,Elche,0.6,1,La-Liga,2020-2021,1,https://fbref.com/en/matches/ce479171/Atletico-Madrid-Elche-December-19-2020-La-Liga,1899.56,1582.41,1.2,6.0,19.0,1,1,85.73,71.21,3,0,0.77,1,1,66.8,52.9,2.09,0.22,87.16,57.74,0.8127,0.0303,0.1569,3,0,0.8,0.4,1.96,1.27,1.47,0.82,0.63,1.0,49,11,1.96,1.27,2.4,0.8,1.6,0.6,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.52,0.27,0.02
509,9431359273,14.0,Sat,2020-12-19,15:00,Southampton,0.7,0,Manchester City,0.9,1,Premier-League,2020-2021,-1,https://fbref.com/en/matches/8d4a02ae/Southampton-Manchester-City-December-19-2020-Premier-League,1772.69,1956.57,7.0,4.5,1.44,-1,-1,73.93,87.1,0,6,0.92,-1,-1,42.0,79.8,0.88,2.13,75.59,93.53,0.1438,0.6553,0.2009,0,3,-0.7,0.1,1.52,2.02,1.52,2.4,1.5,0.94,51,50,1.49,2.02,1.6,1.6,1.8,1.6,1.2,0.6,1.5,1.5,1.0,1.0,1.0,1.0,0.12,0.58,0.18,-0.3
2398,9474216023,13.0,Sat,2020-12-19,15:00,Fiorentina,1.6,1,Hellas Verona,1.5,1,Serie-A,2020-2021,0,https://fbref.com/en/matches/c2e0d138/Fiorentina-Hellas-Verona-December-19-2020-Serie-A,1618.32,1601.99,,,,0,1,76.19,71.0,0,0,0.91,0,0,26.1,11.1,1.51,1.08,64.11,60.78,0.462,0.2653,0.2727,1,1,-0.6,-0.5,1.18,1.33,1.26,1.22,1.36,1.27,50,49,1.18,1.33,0.4,1.4,0.4,1.2,1.6,1.2,0.5,2.0,0.5,1.0,1.0,0.5,-0.12,-0.96,-0.13,-0.56
7840,7369957323,13.0,Sat,2020-12-19,15:30,Augsburg,1.6,0,Eint Frankfurt,2.2,2,Bundesliga,2020-2021,-1,https://fbref.com/en/matches/025568f1/Augsburg-Eintracht-Frankfurt-December-19-2020-Bundesliga,1651.78,1731.53,3.8,3.75,1.95,-1,-1,78.22,76.0,1,0,0.87,0,1,15.7,18.4,1.2,1.51,61.39,72.23,0.298,0.4363,0.2657,0,3,-1.6,-0.2,1.13,1.28,1.3,1.7,1.74,1.78,46,46,1.13,1.28,1.2,0.8,1.2,1.8,1.4,2.0,1.5,1.5,1.0,3.0,3.0,1.0,0.12,0.4,-0.05,0.44
7841,1098453465,13.0,Sat,2020-12-19,15:30,RB Leipzig,2.1,0,Köln,0.4,0,Bundesliga,2020-2021,0,https://fbref.com/en/matches/48fdc28d/RB-Leipzig-Koln-December-19-2020-Bundesliga,1894.22,1627.34,2.37,3.5,2.9,1,1,79.84,73.36,1,0,0.93,0,1,48.2,26.0,2.18,0.71,84.24,62.82,0.7029,0.1066,0.1905,1,1,-2.1,-0.4,2.02,1.0,2.28,1.39,1.0,1.96,46,46,2.02,1.0,2.2,1.4,1.8,1.2,1.0,1.8,3.0,0.0,4.0,1.5,1.5,4.0,0.24,0.26,0.02,0.2
7842,8547935885,13.0,Sat,2020-12-19,15:30,Schalke 04,0.4,0,Arminia,1.0,1,Bundesliga,2020-2021,-1,https://fbref.com/en/matches/844cb66a/Schalke-04-Arminia-December-19-2020-Bundesliga,1587.35,1589.38,1.9,4.2,3.5,1,0,74.2,70.13,0,0,1.0,0,0,47.2,53.3,1.31,1.07,53.43,54.85,0.4133,0.2987,0.288,0,3,-0.4,0.0,0.93,0.58,1.0,0.67,2.02,1.92,46,12,0.93,0.58,0.2,0.6,0.6,0.8,2.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,-0.64,-0.02,0.08
7843,9212424594,13.0,Sat,2020-12-19,15:30,Gladbach,1.9,1,Hoffenheim,2.1,2,Bundesliga,2020-2021,-1,https://fbref.com/en/matches/9cba4e5b/Monchengladbach-Hoffenheim-December-19-2020-Bundesliga,1799.69,1751.18,1.28,5.75,9.5,1,1,80.67,75.69,1,0,0.97,0,1,46.8,16.5,2.01,1.37,76.47,72.2,0.5164,0.2569,0.2266,0,3,-0.9,-0.1,1.8,1.39,1.93,1.57,1.3,1.63,46,46,1.8,1.39,1.4,1.0,2.2,1.6,1.6,2.0,2.0,0.5,2.0,0.5,0.5,2.0,-0.12,0.26,-0.07,0.3
7844,5124781985,13.0,Sat,2020-12-19,15:30,Mainz 05,0.5,0,Werder Bremen,1.0,1,Bundesliga,2020-2021,-1,https://fbref.com/en/matches/d94a7894/Mainz-05-Werder-Bremen-December-19-2020-Bundesliga,1623.55,1651.65,2.15,3.4,3.4,1,-1,73.2,72.64,0,0,0.79,0,0,56.3,31.7,1.52,1.22,60.37,62.77,0.4344,0.301,0.2647,0,3,-0.5,0.0,0.93,0.91,1.22,1.24,1.96,1.96,46,46,0.93,0.91,1.0,0.2,1.0,1.2,1.0,2.4,3.0,0.0,4.0,0.5,0.5,4.0,-0.25,-0.96,0.12,0.34
4307,3001571095,14.0,Sat,2020-12-19,16:15,Barcelona,2.3,2,Valencia,1.6,2,La-Liga,2020-2021,0,https://fbref.com/en/matches/29e2c236/Barcelona-Valencia-December-19-2020-La-Liga,1914.4,1715.0,1.3,6.0,8.5,1,1,87.0,74.57,9,0,0.76,1,1,76.1,26.3,3.19,0.68,90.53,65.79,0.8506,0.0476,0.1017,1,1,-0.3,0.4,2.04,1.32,2.18,1.28,1.0,1.42,50,51,2.04,1.31,1.8,1.2,1.6,1.6,0.8,1.2,1.5,1.5,2.5,2.0,2.0,2.5,0.4,-0.54,0.17,0.28
6127,6937374270,16.0,Sat,2020-12-19,17:00,Metz,1.0,2,Lens,1.2,0,Ligue-1,2020-2021,1,https://fbref.com/en/matches/26ba121c/Metz-Lens-December-19-2020-Ligue-1,1557.72,1536.19,3.0,3.4,2.37,-1,1,71.77,70.38,0,0,0.9,0,0,11.0,19.0,1.23,1.26,56.22,61.89,0.3534,0.3652,0.2814,3,0,1.0,-1.2,1.26,1.71,1.02,1.71,1.19,1.5,43,14,1.26,1.71,1.0,1.4,1.2,1.8,1.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.22,0.07,0.52
510,3833659495,14.0,Sat,2020-12-19,17:30,Everton,0.6,2,Arsenal,1.4,1,Premier-League,2020-2021,1,https://fbref.com/en/matches/72fa1993/Everton-Arsenal-December-19-2020-Premier-League,1759.51,1784.05,2.45,3.5,2.8,1,-1,77.79,79.28,0,1,0.96,0,-1,31.0,14.8,1.45,1.31,75.11,78.61,0.4034,0.3359,0.2608,3,0,1.4,-0.4,1.42,1.34,1.34,1.32,1.48,1.28,51,51,1.41,1.37,2.0,0.4,1.4,0.4,0.8,1.2,0.5,2.0,1.0,1.5,1.5,1.0,-0.06,-0.2,0.12,-0.64
2399,1790655386,13.0,Sat,2020-12-19,18:00,Sampdoria,2.3,3,Crotone,1.0,1,Serie-A,2020-2021,1,https://fbref.com/en/matches/a69937eb/Sampdoria-Crotone-December-19-2020-Serie-A,1614.32,1504.19,,,,0,1,74.5,70.4,0,0,0.94,0,0,22.1,48.0,1.53,0.97,61.07,51.95,0.491,0.2361,0.2729,3,0,0.7,0.0,1.12,0.5,1.32,0.83,1.7,2.08,50,12,1.12,0.5,0.8,0.8,1.4,0.8,1.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.28,-0.05,0.16
4308,3506582258,14.0,Sat,2020-12-19,18:30,Osasuna,1.0,1,Villarreal,2.3,3,La-Liga,2020-2021,-1,https://fbref.com/en/matches/3575a467/Osasuna-Villarreal-December-19-2020-La-Liga,1656.79,1789.41,3.4,3.4,2.15,-1,-1,74.0,79.05,0,1,0.88,0,-1,36.5,53.5,1.02,1.43,66.99,80.31,0.2665,0.458,0.2755,0,3,0.0,0.7,1.26,1.62,1.12,1.5,1.44,1.14,50,51,1.26,1.61,0.2,1.4,0.6,1.2,2.2,0.8,1.5,1.5,1.5,2.0,2.0,1.5,-0.11,-0.5,-0.12,-0.2
4309,8452830430,14.0,Sat,2020-12-19,18:30,Levante,1.8,2,Real Sociedad,1.8,1,La-Liga,2020-2021,1,https://fbref.com/en/matches/f6b2a2a6/Levante-Real-Sociedad-December-19-2020-La-Liga,1689.09,1770.27,3.6,3.4,2.1,-1,-1,83.91,73.19,2,0,0.88,1,1,32.0,66.6,1.04,1.57,69.2,83.26,0.2486,0.4898,0.2615,3,0,0.2,-0.8,1.2,1.56,1.2,1.56,1.38,1.1,50,52,1.2,1.58,1.2,1.2,1.2,0.8,0.8,0.8,2.0,0.5,1.5,1.0,1.0,1.5,-0.07,-0.22,0.18,-0.66
7845,3136554534,13.0,Sat,2020-12-19,18:30,Leverkusen,0.3,1,Bayern Munich,1.1,2,Bundesliga,2020-2021,-1,https://fbref.com/en/matches/ea4a5784/Bayer-Leverkusen-Bayern-Munich-December-19-2020-Bundesliga,1864.78,2052.91,4.0,4.2,1.83,-1,-1,78.08,86.59,0,8,0.96,0,-1,77.5,100.0,1.4,1.96,82.98,91.34,0.2701,0.5002,0.2297,0,3,0.7,0.9,1.98,2.37,1.91,2.98,1.17,1.09,46,46,1.98,2.37,2.6,1.8,2.6,2.0,0.4,1.4,1.5,1.5,2.0,2.5,2.5,2.0,0.27,0.86,0.52,0.7
6128,5770092433,16.0,Sat,2020-12-19,19:00,Marseille,1.3,1,Reims,0.3,1,Ligue-1,2020-2021,0,https://fbref.com/en/matches/bea6f7ea/Marseille-Reims-December-19-2020-Ligue-1,1669.5,1565.69,1.75,3.6,5.0,1,1,77.13,71.6,0,0,0.87,0,0,54.3,31.5,1.67,0.8,67.04,54.57,0.5738,0.1743,0.2518,1,1,-0.3,0.7,2.02,1.26,1.49,1.07,1.0,1.09,41,43,2.02,1.26,2.4,0.8,1.8,0.8,0.8,1.6,0.0,3.0,0.0,2.0,2.0,0.0,0.22,0.26,-0.01,-0.16
511,4927706911,14.0,Sat,2020-12-19,20:00,Newcastle Utd,1.4,1,Fulham,1.0,1,Premier-League,2020-2021,0,https://fbref.com/en/matches/3ae84056/Newcastle-United-Fulham-December-19-2020-Premier-League,1693.65,1598.63,2.5,3.25,2.9,1,1,75.86,75.07,0,0,0.93,0,0,36.1,50.4,1.33,1.16,63.96,64.5,0.4005,0.3227,0.2767,1,1,-0.4,0.0,1.22,0.69,1.08,0.92,1.58,1.69,50,13,1.22,0.69,1.2,1.0,1.2,1.0,2.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.36,-0.32,-0.38
2400,3886878592,13.0,Sat,2020-12-19,20:45,Parma,1.0,0,Juventus,2.3,4,Serie-A,2020-2021,-1,https://fbref.com/en/matches/0d8fbf46/Parma-Juventus-December-19-2020-Serie-A,1588.0,1875.15,,,,0,-1,73.0,81.83,0,2,0.87,0,-1,30.0,57.6,0.87,2.22,56.49,84.01,0.1318,0.6697,0.1985,0,3,-1.0,1.7,1.22,2.12,1.36,1.98,1.52,1.08,50,49,1.22,2.12,1.2,2.2,0.8,1.8,1.2,0.8,0.0,3.0,0.5,1.5,1.5,0.5,0.15,0.12,0.07,-0.46
4310,5798783333,14.0,Sat,2020-12-19,21:00,Sevilla,1.7,1,Valladolid,1.0,1,La-Liga,2020-2021,0,https://fbref.com/en/matches/2d7c6aaa/Sevilla-Valladolid-December-19-2020-La-Liga,1838.34,1643.07,1.53,3.75,7.5,1,1,81.13,75.31,2,0,0.9,0,1,58.7,38.7,1.79,0.64,79.53,62.29,0.644,0.1264,0.2297,1,1,-0.7,0.0,1.82,1.04,1.37,0.88,0.88,1.24,49,51,1.82,1.08,2.4,2.0,1.4,1.8,0.6,1.4,2.0,0.5,1.0,0.5,0.5,1.0,-0.03,0.06,-0.12,0.26
6129,7874861336,16.0,Sat,2020-12-19,21:00,Nice,0.9,1,Lyon,3.3,4,Ligue-1,2020-2021,-1,https://fbref.com/en/matches/03613921/Nice-Lyon-December-19-2020-Ligue-1,1569.04,1732.28,6.5,4.0,1.55,-1,-1,69.21,77.19,0,0,0.73,0,0,8.7,57.2,0.94,1.74,59.39,77.61,0.2008,0.5527,0.2465,0,3,0.1,0.7,1.48,1.63,1.4,1.6,1.29,0.93,42,43,1.48,1.63,0.8,2.6,0.8,2.0,1.2,0.6,1.5,1.5,1.5,1.5,1.5,1.5,0.1,-0.7,-0.06,0.22
512,1400133217,14.0,Sun,2020-12-20,12:00,Brighton,2.8,1,Sheffield Utd,0.5,1,Premier-League,2020-2021,0,https://fbref.com/en/matches/d1273e90/Brighton-and-Hove-Albion-Sheffield-United-December-20-2020-Premier-League,1663.55,1628.88,1.65,3.75,5.5,1,1,74.64,72.36,0,0,0.89,0,0,35.8,40.0,1.46,0.87,72.36,64.21,0.5045,0.2225,0.273,1,1,-1.8,0.5,0.98,1.08,1.02,0.9,1.5,1.24,51,51,1.02,1.08,1.0,0.0,0.8,0.6,1.4,2.0,0.5,2.0,0.5,1.0,1.0,0.5,-0.23,-0.6,-0.2,-0.56
2401,1785207704,13.0,Sun,2020-12-20,12:30,Torino,1.2,1,Bologna,1.9,1,Serie-A,2020-2021,0,https://fbref.com/en/matches/7d1527e6/Torino-Bologna-December-20-2020-Serie-A,1565.56,1588.83,,,,0,-1,74.29,73.57,0,0,0.96,0,0,47.9,26.2,1.64,1.4,57.44,59.04,0.4254,0.321,0.2536,1,1,-0.2,-0.9,0.92,1.2,1.32,1.4,1.96,1.78,50,50,0.92,1.2,0.2,1.4,1.6,1.4,2.8,2.2,2.0,0.5,1.0,0.5,0.5,1.0,0.13,0.22,-0.06,0.08
6130,6857823569,16.0,Sun,2020-12-20,13:00,Brest,1.6,2,Montpellier,0.8,2,Ligue-1,2020-2021,0,https://fbref.com/en/matches/354064d8/Brest-Montpellier-December-20-2020-Ligue-1,1545.37,1607.21,3.0,3.5,2.3,-1,-1,71.29,73.69,0,0,0.9,0,0,8.4,12.1,1.62,1.47,56.17,58.63,0.4082,0.3433,0.2485,1,1,0.4,1.2,1.3,1.53,1.37,1.4,1.49,1.33,43,43,1.3,1.53,2.0,1.8,2.0,1.8,1.0,2.0,0.0,3.0,0.0,4.0,4.0,0.0,0.16,0.54,0.12,0.06
4311,5196690487,14.0,Sun,2020-12-20,14:00,Celta Vigo,1.6,2,Alavés,0.7,0,La-Liga,2020-2021,1,https://fbref.com/en/matches/025d63df/Celta-Vigo-Alaves-December-20-2020-La-Liga,1681.39,1647.15,1.7,4.0,4.75,1,1,77.05,73.69,1,0,0.78,0,1,16.7,36.9,1.58,0.89,74.02,64.84,0.5291,0.2092,0.2617,3,0,0.4,-0.7,1.06,1.0,1.06,0.88,1.32,1.46,51,51,1.04,1.04,2.0,1.2,2.4,1.0,1.2,1.0,1.5,1.5,3.0,1.0,1.0,3.0,-0.1,0.18,-0.2,-0.04
513,2528377047,14.0,Sun,2020-12-20,14:15,Tottenham,0.7,0,Leicester City,1.7,2,Premier-League,2020-2021,-1,https://fbref.com/en/matches/56ffe356/Tottenham-Hotspur-Leicester-City-December-20-2020-Premier-League,1862.6,1785.33,2.05,3.5,3.6,1,1,83.73,79.44,4,1,0.93,0,1,74.9,46.9,1.76,1.11,82.51,77.44,0.5233,0.2358,0.2409,0,3,-0.7,0.3,1.62,1.7,1.66,1.82,1.16,1.16,51,51,1.65,1.69,1.6,1.2,1.2,1.2,0.6,1.6,1.5,1.5,2.0,1.0,1.0,2.0,0.38,0.56,0.19,-0.1
2402,5221409355,13.0,Sun,2020-12-20,15:00,Inter,1.2,2,Spezia,1.0,1,Serie-A,2020-2021,1,https://fbref.com/en/matches/45ea2eb0/Internazionale-Spezia-December-20-2020-Serie-A,1857.52,1494.63,,,,0,1,82.5,66.56,3,0,0.91,1,1,69.5,37.5,2.73,0.6,82.94,53.83,0.8112,0.0571,0.1317,3,0,0.8,0.0,2.18,0.92,2.22,1.42,1.02,2.08,50,12,2.18,0.92,3.0,0.6,2.8,1.2,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.56,0.27,-0.38
2403,6990994217,13.0,Sun,2020-12-20,15:00,Benevento,1.5,2,Genoa,0.3,0,Serie-A,2020-2021,1,https://fbref.com/en/matches/5bac0634/Benevento-Genoa-December-20-2020-Serie-A,1557.42,1545.24,,,,0,0,70.13,73.5,0,0,0.87,0,0,41.3,51.1,1.37,1.14,55.15,53.79,0.413,0.3046,0.2824,3,0,0.5,-0.3,1.0,0.92,1.08,1.18,1.92,1.94,12,50,1.0,0.92,1.2,0.4,0.6,1.0,0.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.48,-0.02,0.04
2404,8999536013,13.0,Sun,2020-12-20,15:00,Cagliari,0.6,1,Udinese,1.5,1,Serie-A,2020-2021,0,https://fbref.com/en/matches/91d5a777/Cagliari-Udinese-December-20-2020-Serie-A,1597.22,1608.43,,,,0,0,77.11,73.81,1,0,0.84,0,1,34.9,14.7,1.22,1.28,54.87,65.04,0.3413,0.3732,0.2854,1,1,0.4,-0.5,1.16,1.2,1.4,1.02,1.58,1.33,50,49,1.16,1.2,0.6,2.2,0.8,1.4,1.6,0.6,0.0,3.0,0.5,1.5,1.5,0.5,0.25,-0.3,-0.14,0.48
2405,7474732668,13.0,Sun,2020-12-20,15:00,Sassuolo,1.1,1,Milan,1.2,2,Serie-A,2020-2021,-1,https://fbref.com/en/matches/dde07477/Sassuolo-Milan-December-20-2020-Serie-A,1684.71,1799.31,,,,0,-1,73.25,76.79,0,1,0.94,0,-1,25.8,59.9,1.29,1.97,64.96,78.97,0.2439,0.5239,0.2322,0,3,-0.1,0.8,1.48,1.88,1.82,1.8,1.52,1.18,50,50,1.48,1.88,1.6,2.2,0.8,2.2,0.8,1.2,0.5,2.0,0.5,1.0,1.0,0.5,0.43,-0.02,-0.03,-0.12
6131,9989275258,16.0,Sun,2020-12-20,15:00,Strasbourg,1.0,0,Bordeaux,1.0,2,Ligue-1,2020-2021,-1,https://fbref.com/en/matches/2eab1f5a/Strasbourg-Bordeaux-December-20-2020-Ligue-1,1554.32,1572.72,6.5,4.33,1.5,-1,-1,73.31,74.0,0,0,0.87,0,0,20.9,11.8,1.42,1.0,60.55,58.47,0.4596,0.2619,0.2786,0,3,-1.0,1.0,1.24,1.3,1.29,1.28,1.38,1.19,42,43,1.24,1.3,1.6,1.4,2.4,1.2,1.4,1.2,3.0,0.0,1.0,0.0,0.0,1.0,-0.04,0.78,0.21,0.1
6132,8762030440,16.0,Sun,2020-12-20,15:00,Saint-Étienne,2.9,2,Nîmes,1.6,2,Ligue-1,2020-2021,0,https://fbref.com/en/matches/45ed736f/Saint-Etienne-Nimes-December-20-2020-Ligue-1,1524.81,1475.5,2.4,3.4,3.0,1,1,72.0,69.75,0,0,0.81,0,0,28.9,47.9,1.44,0.84,57.16,46.33,0.5023,0.2176,0.2802,1,1,-0.9,0.4,1.07,0.88,1.0,0.93,1.53,1.7,43,43,1.07,0.88,1.2,0.6,0.8,0.2,1.2,2.0,3.0,0.0,1.5,0.5,0.5,1.5,-0.12,-0.52,-0.09,-0.52
6133,3204387005,16.0,Sun,2020-12-20,15:00,Dijon,1.3,0,Monaco,0.8,1,Ligue-1,2020-2021,-1,https://fbref.com/en/matches/627d98ea/Dijon-Monaco-December-20-2020-Ligue-1,1483.71,1591.81,1.55,4.0,6.5,1,-1,69.0,73.75,0,0,0.83,0,0,45.6,42.2,1.0,1.9,48.55,73.08,0.192,0.5773,0.2307,0,3,-1.3,0.2,0.91,1.47,0.84,1.6,1.42,1.56,43,43,0.91,1.47,1.0,1.2,0.8,1.6,1.0,1.8,0.5,2.0,0.5,1.0,1.0,0.5,-0.16,0.06,-0.18,-0.56
