id,Game ID,Wk,Day,Date,Time,Home,xG Home,G Home,Away,xG Away,G Away,League,Season,Score,Match Link,home_elo,away_elo,B365H,B365D,B365A,xScore,xScoreElo,Home Avg Players Score,Away Avg Players Score,Home Star Player Count,Away Star Player Count,Players Found %,xPower,xSuperPower,importance1,importance2,proj_score1,proj_score2,spi1,spi2,prob1,prob2,probtie,Home Points,Away Points,xG Home Diff,xG Away Diff,Home Avg Points,Away Avg Points,Home Avg Goals For,Away Avg Goals For,Home Avg Goals Against,Away Avg Goals Against,Home Matches Played,Away Matches Played,Home Points/Match,Away Points/Match,Home Form Points,Away Form Points,Home Form Goals For,Away Form Goals For,Home Form Goals Against,Away Form Goals Against,Home Head-to-Head Points,Away Head-to-Head Points,Home Head-to-Head Goals For,Away Head-to-Head Goals For,Home Head-to-Head Goals Against,Away Head-to-Head Goals Against,xG Home Avg Diff,xG Home Form Diff,xG Away Avg Diff,xG Away Form Diff
6512,6338500269,16.0,Wed,2021-12-01,19:00,Metz,1.3,1,Montpellier,1.3,3,Ligue-1,2021-2022,-1,https://fbref.com/en/matches/faef1211/Metz-Montpellier-December-1-2021-Ligue-1,1541.77,1632.86,2.37,3.3,3.0,1,-1,70.87,73.27,0,0,0.93,0,0,49.2,13.7,1.37,1.3,47.55,55.47,0.381,0.3505,0.2685,0,3,-0.3,1.7,1.18,1.34,1.22,1.5,1.5,1.6,81,81,1.15,1.4,1.2,1.2,1.2,0.8,1.6,1.2,1.5,0.75,1.5,1.0,1.0,1.5,0.15,0.4,0.21,-0.16
892,5978555991,14.0,Wed,2021-12-01,19:30,Southampton,1.5,2,Leicester City,1.5,2,Premier-League,2021-2022,0,https://fbref.com/en/matches/135f5959/Southampton-Leicester-City-December-1-2021-Premier-League,1709.61,1779.93,2.37,3.5,2.87,1,-1,73.57,81.64,0,2,0.93,0,-1,28.0,14.9,1.46,1.35,69.26,71.29,0.3951,0.3474,0.2575,1,1,0.5,0.5,1.14,1.62,1.16,1.7,1.7,1.46,89,89,1.22,1.64,1.4,1.4,1.0,1.4,1.6,1.8,1.0,1.75,0.75,3.25,3.25,0.75,0.03,-0.2,0.3,0.2
893,3455915252,14.0,Wed,2021-12-01,19:30,West Ham,1.3,1,Brighton,1.3,1,Premier-League,2021-2022,0,https://fbref.com/en/matches/2049300f/West-Ham-United-Brighton-and-Hove-Albion-December-1-2021-Premier-League,1847.86,1733.41,10.0,5.25,1.3,-1,1,77.92,75.0,0,0,0.93,0,0,63.7,27.4,1.51,0.96,78.68,76.17,0.4979,0.2368,0.2654,1,1,-0.3,-0.3,1.76,1.18,1.72,1.02,1.22,1.14,89,89,1.43,1.12,1.8,0.6,1.8,0.8,1.2,1.8,1.0,1.0,1.75,1.75,1.75,1.75,0.27,0.76,-0.26,-0.46
894,5793869865,14.0,Wed,2021-12-01,19:30,Wolves,0.7,0,Burnley,0.2,0,Premier-League,2021-2022,0,https://fbref.com/en/matches/a3fc2ddc/Wolverhampton-Wanderers-Burnley-December-1-2021-Premier-League,1751.88,1706.19,1.95,3.6,3.8,1,1,77.08,75.43,0,0,0.92,0,0,12.9,38.2,1.44,1.09,71.83,65.01,0.447,0.284,0.2691,1,1,-0.7,-0.2,1.24,0.96,0.92,0.94,1.28,1.5,89,88,1.39,1.16,1.6,1.2,0.8,1.8,0.8,1.8,0.5,2.0,0.75,2.0,2.0,0.75,-0.11,-0.12,-0.11,0.58
895,2736226928,14.0,Wed,2021-12-01,19:30,Watford,1.0,1,Chelsea,0.9,2,Premier-League,2021-2022,-1,https://fbref.com/en/matches/f475576b/Watford-Chelsea-December-1-2021-Premier-League,1686.6,1965.56,1.85,3.5,4.33,1,-1,76.72,82.18,1,2,0.93,0,-1,44.5,54.4,0.76,2.18,62.13,91.13,0.1159,0.6948,0.1892,0,3,0.0,1.1,0.94,1.88,1.08,1.72,1.7,0.8,51,89,0.92,1.83,1.2,2.2,2.2,3.0,1.8,0.4,0.0,3.0,0.5,2.5,2.5,0.5,-0.23,0.06,0.03,0.64
896,8746934588,14.0,Wed,2021-12-01,20:15,Aston Villa,0.8,1,Manchester City,1.0,2,Premier-League,2021-2022,-1,https://fbref.com/en/matches/1993b7ec/Aston-Villa-Manchester-City-December-1-2021-Premier-League,1748.2,2019.78,9.0,5.25,1.33,-1,-1,77.43,85.12,0,7,0.92,0,-1,14.4,81.9,0.82,2.44,71.44,93.61,0.1059,0.7263,0.1678,0,3,0.2,1.0,1.36,2.24,1.44,2.14,1.34,0.76,89,89,1.19,2.2,1.2,2.4,1.2,2.2,1.8,0.8,0.0,3.0,0.5,3.25,3.25,0.5,0.16,0.42,0.25,0.06
897,7604510009,14.0,Wed,2021-12-01,20:15,Everton,0.7,1,Liverpool,2.4,4,Premier-League,2021-2022,-1,https://fbref.com/en/matches/b46554fb/Merseyside-Derby-Everton-Liverpool-December-1-2021-Premier-League,1744.82,2003.65,7.5,5.25,1.36,-1,-1,76.79,86.4,0,7,0.79,0,-1,19.5,63.5,0.99,2.54,70.34,91.87,0.1255,0.7059,0.1687,0,3,0.3,1.6,1.42,1.88,1.24,2.06,1.36,1.0,89,89,1.38,2.2,0.2,2.0,0.6,3.4,2.2,1.0,1.25,1.25,1.5,1.75,1.75,1.5,0.02,-0.36,0.07,0.74
2806,7374345765,15.0,Wed,2021-12-01,20:45,Genoa,0.5,0,Milan,1.2,3,Serie-A,2021-2022,-1,https://fbref.com/en/matches/0664fa4e/Genoa-Milan-December-1-2021-Serie-A,1563.44,1804.3,5.0,4.0,1.66,-1,-1,71.62,76.69,0,0,0.94,0,0,44.6,60.6,1.0,1.93,53.34,75.26,0.1888,0.5865,0.2247,0,3,-0.5,1.8,0.98,2.1,1.2,2.0,1.54,1.18,90,90,1.01,1.97,0.8,1.4,0.6,1.6,1.0,1.8,1.0,1.75,1.5,1.75,1.75,1.5,0.15,-0.24,0.24,0.3
2807,2084631748,15.0,Wed,2021-12-01,20:45,Sassuolo,0.3,2,Napoli,0.9,2,Serie-A,2021-2022,0,https://fbref.com/en/matches/ea8c298c/Sassuolo-Napoli-December-1-2021-Serie-A,1677.59,1814.44,4.0,3.9,1.8,-1,-1,72.0,82.14,0,3,0.9,-1,-1,13.5,73.5,1.14,2.01,66.01,81.13,0.2103,0.5693,0.2205,1,1,1.7,1.1,1.52,2.12,1.62,2.16,1.5,0.96,90,90,1.46,1.93,1.4,2.0,2.0,2.2,1.8,0.8,1.0,1.75,1.5,1.75,1.75,1.5,0.12,0.54,0.44,0.74
4706,4613770964,9.0,Wed,2021-12-01,21:00,Real Madrid,1.8,1,Athletic Club,2.4,0,La-Liga,2021-2022,1,https://fbref.com/en/matches/2221fb1a/Real-Madrid-Athletic-Club-December-1-2021-La-Liga,1932.76,1701.37,1.44,4.75,7.0,1,1,84.81,75.5,4,0,0.84,0,1,81.5,31.7,2.05,0.84,85.38,74.81,0.6453,0.1412,0.2135,3,0,-0.8,-2.4,2.26,1.26,1.96,1.14,0.82,0.98,90,90,2.27,1.3,2.6,0.8,2.0,0.8,0.8,1.0,2.5,0.25,1.25,0.25,0.25,1.25,0.34,0.28,-0.07,-0.48
6513,8964802242,16.0,Wed,2021-12-01,21:00,Rennes,0.8,1,Lille,0.7,2,Ligue-1,2021-2022,-1,https://fbref.com/en/matches/1c6a1122/Rennes-Lille-December-1-2021-Ligue-1,1711.91,1735.21,2.8,3.4,2.5,-1,-1,74.19,75.13,0,0,0.87,0,0,76.9,41.5,1.47,1.05,70.39,70.7,0.4623,0.2679,0.2698,0,3,0.2,1.3,1.58,1.88,1.42,1.6,0.96,0.88,81,81,1.68,1.85,2.6,0.8,2.2,1.2,0.6,1.4,0.5,2.0,0.5,1.0,1.0,0.5,0.1,0.2,0.25,-0.46
6514,2778422950,16.0,Wed,2021-12-01,21:00,Nantes,0.1,0,Marseille,1.1,1,Ligue-1,2021-2022,-1,https://fbref.com/en/matches/54d75c09/Nantes-Marseille-December-1-2021-Ligue-1,1603.33,1671.7,1.45,5.0,6.5,1,-1,72.08,75.57,0,0,0.96,0,0,12.9,57.4,1.18,1.28,59.79,65.07,0.3362,0.3826,0.2812,0,3,-0.1,-0.1,1.1,1.6,1.28,1.42,1.44,1.14,81,80,1.19,1.78,1.0,1.8,1.2,0.6,1.8,0.2,1.25,1.25,1.25,1.25,1.25,1.25,-0.02,-0.1,0.14,-0.5
6515,2557562046,16.0,Wed,2021-12-01,21:00,Paris S-G,1.9,0,Nice,1.0,0,Ligue-1,2021-2022,0,https://fbref.com/en/matches/636450c5/Paris-Saint-Germain-Nice-December-1-2021-Ligue-1,1918.65,1653.4,3.25,3.25,2.3,-1,1,87.0,75.71,5,0,0.93,1,1,38.8,56.1,2.22,1.0,82.32,64.87,0.6446,0.1566,0.1988,1,1,-1.9,-1.0,2.38,1.46,2.4,1.4,0.82,1.22,80,81,2.38,1.48,2.6,1.4,2.2,1.0,1.0,1.0,3.0,0.0,3.0,0.67,0.67,3.0,0.36,0.3,-0.04,-0.1
6516,4361026009,16.0,Wed,2021-12-01,21:00,Lyon,2.6,1,Reims,1.2,2,Ligue-1,2021-2022,-1,https://fbref.com/en/matches/84b0b5ca/Lyon-Reims-December-1-2021-Ligue-1,1763.04,1594.5,1.44,4.75,7.0,1,1,77.07,69.38,0,0,0.87,0,0,59.5,21.9,1.96,0.77,69.39,53.64,0.6464,0.1384,0.2152,0,3,-1.6,0.8,1.88,1.14,1.98,1.12,1.26,1.28,80,81,1.72,1.22,1.8,1.0,1.6,1.0,1.6,1.2,1.67,0.67,1.67,0.67,0.67,1.67,0.05,0.02,0.27,0.2
6517,6385252211,16.0,Wed,2021-12-01,21:00,Clermont Foot,1.7,2,Lens,0.7,2,Ligue-1,2021-2022,0,https://fbref.com/en/matches/a9a44cc1/Clermont-Foot-Lens-December-1-2021-Ligue-1,1526.71,1627.0,2.05,3.4,3.75,1,-1,67.0,72.5,0,0,0.87,0,0,34.7,35.8,1.28,1.51,51.88,63.06,0.3202,0.4199,0.2599,1,1,0.3,1.3,0.87,1.52,1.13,1.54,1.93,1.4,15,53,0.87,1.55,0.0,1.4,0.8,2.2,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.02,0.06,0.26
2808,6387067409,15.0,Thu,2021-12-02,18:30,Torino,0.7,2,Empoli,1.0,2,Serie-A,2021-2022,0,https://fbref.com/en/matches/c9fd1c3c/Torino-Empoli-December-2-2021-Serie-A,1594.59,1561.53,1.72,3.8,4.75,1,1,72.93,69.38,0,0,1.0,0,0,6.8,18.4,1.64,0.98,65.49,52.16,0.5227,0.2239,0.2534,1,1,1.3,1.0,1.08,1.36,1.3,1.5,1.56,1.86,90,14,1.04,1.36,1.2,1.4,1.0,1.4,0.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.2,0.23,0.14
898,7710441396,14.0,Thu,2021-12-02,19:30,Tottenham,1.9,2,Brentford,0.3,0,Premier-League,2021-2022,1,https://fbref.com/en/matches/a80b3790/Tottenham-Hotspur-Brentford-December-2-2021-Premier-League,1784.36,1695.8,1.6,4.2,5.25,1,1,82.09,72.07,2,0,0.89,1,1,23.7,20.5,1.58,1.14,72.26,67.93,0.4723,0.2717,0.256,3,0,0.1,-0.3,1.62,1.23,1.58,1.31,1.24,1.31,88,13,1.59,1.23,1.4,0.8,1.0,1.4,1.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,-0.24,0.0,0.12
899,4972186037,14.0,Thu,2021-12-02,20:15,Manchester Utd,1.9,3,Arsenal,1.4,2,Premier-League,2021-2022,1,https://fbref.com/en/matches/4323a38f/Manchester-United-Arsenal-December-2-2021-Premier-League,1886.36,1861.47,1.95,3.75,3.75,1,1,84.23,79.39,4,1,0.96,0,1,51.9,62.0,1.58,1.26,79.01,77.57,0.4452,0.3016,0.2532,3,0,1.1,0.6,1.84,1.62,1.86,1.34,1.26,1.12,89,89,1.78,1.57,0.8,2.4,1.0,1.6,2.4,1.0,0.5,2.0,0.25,1.0,1.0,0.25,0.3,-0.26,0.01,0.02
2809,5949199576,15.0,Thu,2021-12-02,20:45,Lazio,1.5,4,Udinese,1.5,4,Serie-A,2021-2022,0,https://fbref.com/en/matches/fb9d520b/Lazio-Udinese-December-2-2021-Serie-A,1706.04,1587.69,1.66,3.8,5.25,1,1,82.77,72.25,4,0,0.93,1,1,24.2,15.0,1.67,0.98,68.89,58.9,0.5315,0.2183,0.2502,1,1,2.5,2.5,1.72,1.1,1.66,1.16,1.52,1.5,90,90,1.86,1.11,1.4,1.0,1.2,1.0,1.6,1.4,1.75,1.0,1.25,0.75,0.75,1.25,0.23,0.34,0.03,-0.04
8154,5515960047,14.0,Fri,2021-12-03,20:30,Union Berlin,2.4,2,RB Leipzig,1.4,1,Bundesliga,2021-2022,1,https://fbref.com/en/matches/bbae4301/Union-Berlin-RB-Leipzig-December-3-2021-Bundesliga,1689.55,1780.45,,,,0,-1,72.93,79.68,0,1,0.97,0,-1,30.9,73.2,1.06,1.93,66.27,82.78,0.2008,0.5678,0.2315,3,0,-0.4,-0.4,1.52,1.74,1.48,1.76,1.32,1.06,81,81,1.37,1.84,1.0,1.4,1.6,1.6,2.0,1.6,0.75,2.25,0.75,2.25,2.25,0.75,0.15,0.5,-0.16,-0.32
4707,1858327035,16.0,Fri,2021-12-03,21:00,Granada,1.0,2,Alavés,2.1,1,La-Liga,2021-2022,1,https://fbref.com/en/matches/6e15b9eb/Granada-Alaves-December-3-2021-La-Liga,1643.36,1610.92,2.37,3.1,3.25,1,1,75.0,73.33,0,0,0.8,0,0,47.9,37.3,1.35,1.1,59.87,62.5,0.4159,0.2984,0.2857,3,0,1.0,-1.1,1.04,1.04,1.14,0.92,1.72,1.46,90,90,1.27,1.01,1.0,1.6,1.4,1.4,1.8,1.2,2.25,0.75,2.25,1.25,1.25,2.25,0.11,0.04,-0.16,0.18
900,5901825885,15.0,Sat,2021-12-04,12:30,West Ham,1.8,3,Chelsea,1.1,2,Premier-League,2021-2022,1,https://fbref.com/en/matches/776aa8ab/West-Ham-United-Chelsea-December-4-2021-Premier-League,1843.81,1968.41,4.75,3.6,1.75,-1,-1,77.86,81.41,0,2,0.96,0,-1,60.0,57.7,1.09,1.65,77.81,90.52,0.2493,0.5002,0.2505,3,0,1.2,0.9,1.78,1.94,1.72,1.76,1.2,0.78,90,90,1.42,1.84,1.4,2.2,1.8,2.0,1.4,0.6,1.5,1.5,1.0,1.5,1.5,1.0,0.29,0.76,0.07,0.08
4708,8152009470,16.0,Sat,2021-12-04,14:00,Sevilla,0.4,1,Villarreal,1.7,0,La-Liga,2021-2022,1,https://fbref.com/en/matches/d81bffc9/Sevilla-Villarreal-December-4-2021-La-Liga,1824.47,1761.73,2.0,3.3,4.0,1,1,79.27,78.85,0,1,0.9,0,-1,71.3,27.5,1.59,0.97,79.08,75.57,0.5083,0.2262,0.2655,3,0,0.6,-1.7,1.98,1.4,1.46,1.46,0.86,1.16,90,90,1.94,1.49,1.6,1.0,1.6,1.2,1.0,1.8,1.0,1.75,1.25,2.0,2.0,1.25,0.03,0.2,0.06,-0.36
901,9093679012,15.0,Sat,2021-12-04,15:00,Newcastle Utd,1.0,1,Burnley,0.6,0,Premier-League,2021-2022,1,https://fbref.com/en/matches/11ed382d/Newcastle-United-Burnley-December-4-2021-Premier-League,1681.87,1708.47,2.3,3.3,3.2,1,-1,75.62,75.79,0,0,0.96,0,0,37.6,48.6,1.41,1.48,59.35,65.25,0.3567,0.3892,0.2541,3,0,0.0,-0.6,0.98,0.98,1.2,0.9,1.78,1.42,90,89,1.07,1.16,0.6,1.4,1.0,1.8,2.0,1.4,1.75,1.0,1.25,0.75,0.75,1.25,0.13,0.32,-0.13,0.72
902,5673356238,15.0,Sat,2021-12-04,15:00,Southampton,1.6,1,Brighton,1.6,1,Premier-League,2021-2022,0,https://fbref.com/en/matches/27fd5d70/Southampton-Brighton-and-Hove-Albion-December-4-2021-Premier-League,1710.62,1737.47,2.45,3.2,3.0,1,-1,73.38,74.79,0,0,0.89,0,0,25.1,18.6,1.12,1.18,69.29,77.06,0.3417,0.3688,0.2895,1,1,-0.6,-0.6,1.16,1.14,1.16,0.98,1.64,1.16,90,90,1.22,1.12,1.4,0.8,1.0,0.8,1.6,1.2,1.75,1.0,1.5,1.0,1.0,1.5,0.04,-0.18,-0.29,-0.46
903,5379822515,15.0,Sat,2021-12-04,15:00,Wolves,0.1,0,Liverpool,2.7,1,Premier-League,2021-2022,-1,https://fbref.com/en/matches/37d61ff3/Wolverhampton-Wanderers-Liverpool-December-4-2021-Premier-League,1749.59,2008.92,8.0,4.75,1.4,-1,-1,76.43,86.4,0,7,0.79,0,-1,12.4,76.1,0.81,2.31,72.17,92.21,0.1146,0.7061,0.1793,0,3,-0.1,-1.7,1.26,1.88,0.9,2.1,1.22,1.02,90,90,1.39,2.21,1.6,2.0,0.6,3.2,0.6,1.2,0.0,3.0,0.25,2.0,2.0,0.25,-0.13,-0.28,0.1,0.74
2810,9217448021,16.0,Sat,2021-12-04,15:00,Milan,2.1,2,Salernitana,0.2,0,Serie-A,2021-2022,1,https://fbref.com/en/matches/6feb04b8/Milan-Salernitana-December-4-2021-Serie-A,1810.31,1446.61,1.18,7.0,15.0,1,1,77.06,70.62,0,0,0.69,0,0,64.5,41.0,2.32,0.66,76.15,46.56,0.7438,0.0875,0.1687,3,0,-0.1,-0.2,2.1,0.53,2.0,0.73,1.18,2.07,91,15,1.98,0.53,1.4,0.2,2.0,0.2,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.64,-0.17,-0.26
8155,3769908797,14.0,Sat,2021-12-04,15:30,Leverkusen,2.8,7,Greuther Fürth,0.3,1,Bundesliga,2021-2022,1,https://fbref.com/en/matches/24814b00/Bayer-Leverkusen-Greuther-Furth-December-4-2021-Bundesliga,1788.42,1490.92,,,,0,1,76.31,68.38,0,0,0.94,0,0,73.0,18.3,2.34,0.73,76.29,52.26,0.726,0.0975,0.1765,3,0,4.2,0.7,1.64,0.08,1.7,0.85,1.2,3.0,81,13,1.72,0.08,1.6,0.0,1.4,1.2,1.2,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.1,-0.25,0.02
8156,5663711950,14.0,Sat,2021-12-04,15:30,Arminia,1.1,1,Köln,1.1,1,Bundesliga,2021-2022,0,https://fbref.com/en/matches/44a46d7c/Arminia-Koln-December-4-2021-Bundesliga,1590.82,1637.9,,,,0,-1,71.14,72.07,0,0,1.0,0,0,46.2,28.4,1.18,1.46,56.91,68.86,0.2998,0.4288,0.2714,1,1,-0.1,-0.1,0.94,1.04,0.74,1.18,1.51,1.84,47,81,0.94,1.07,0.8,1.2,1.0,1.8,1.6,1.6,1.5,1.5,1.0,1.5,1.5,1.0,-0.19,-0.06,-0.12,0.1
8157,2944877937,14.0,Sat,2021-12-04,15:30,Hoffenheim,0.9,3,Eint Frankfurt,1.5,2,Bundesliga,2021-2022,1,https://fbref.com/en/matches/5ef82595/Hoffenheim-Eintracht-Frankfurt-December-4-2021-Bundesliga,1707.97,1753.93,,,,0,-1,73.38,74.8,0,0,0.84,0,0,54.4,27.9,1.89,1.25,73.37,67.49,0.517,0.2469,0.2361,3,0,2.1,0.5,1.44,1.7,1.8,1.82,1.5,1.48,81,81,1.42,1.52,1.8,2.0,2.0,1.4,1.8,1.0,0.0,3.0,0.75,2.0,2.0,0.75,0.1,0.14,0.23,0.22
8158,9648005530,14.0,Sat,2021-12-04,15:30,Augsburg,2.9,2,Bochum,2.1,3,Bundesliga,2021-2022,-1,https://fbref.com/en/matches/67ad2f82/Augsburg-Bochum-December-4-2021-Bundesliga,1603.36,1594.18,,,,0,0,75.25,70.25,1,0,0.84,0,1,41.6,25.3,1.27,1.08,58.62,61.74,0.3995,0.3076,0.2929,0,3,-0.9,0.9,1.0,1.23,1.02,0.92,1.64,1.54,81,13,1.05,1.23,1.4,1.8,1.6,1.4,1.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.54,-0.23,-0.14
8159,5875230543,14.0,Sat,2021-12-04,15:30,Mainz 05,1.2,3,Wolfsburg,0.7,0,Bundesliga,2021-2022,1,https://fbref.com/en/matches/a3324197/Mainz-05-Wolfsburg-December-4-2021-Bundesliga,1665.79,1730.75,,,,0,-1,71.33,76.0,0,0,0.9,0,0,28.3,38.6,1.32,1.1,71.35,70.96,0.407,0.306,0.287,3,0,1.8,-0.7,1.26,1.68,1.22,1.6,1.44,1.24,81,81,1.16,1.6,1.6,1.4,1.8,1.2,1.2,1.4,0.75,2.25,0.75,2.25,2.25,0.75,-0.24,0.02,0.22,-0.28
4709,3510264622,16.0,Sat,2021-12-04,16:15,Barcelona,1.0,0,Betis,0.6,1,La-Liga,2021-2022,-1,https://fbref.com/en/matches/268dc2a6/Barcelona-Real-Betis-December-4-2021-La-Liga,1841.49,1738.35,1.5,4.5,6.5,1,1,84.39,77.14,5,0,0.83,0,1,71.6,63.7,2.0,1.11,82.78,73.7,0.5696,0.2027,0.2277,0,3,-1.0,0.4,1.92,1.64,2.02,1.4,1.08,1.3,90,91,2.04,1.42,1.6,1.8,1.6,2.0,1.2,1.4,3.0,0.0,4.0,2.0,2.0,4.0,0.15,-0.26,0.05,0.54
6518,4435182867,17.0,Sat,2021-12-04,17:00,Marseille,1.5,1,Brest,1.3,2,Ligue-1,2021-2022,-1,https://fbref.com/en/matches/8a54dda9/Marseille-Brest-December-4-2021-Ligue-1,1679.17,1590.3,1.57,4.33,5.25,1,1,75.71,71.0,0,0,0.89,0,0,69.1,18.4,1.66,0.88,66.75,59.57,0.5522,0.196,0.2518,0,3,-0.5,0.7,1.66,1.12,1.44,1.32,1.1,1.58,81,82,1.79,1.17,2.2,3.0,0.8,2.2,0.2,0.4,3.0,0.0,2.67,1.33,1.33,2.67,0.18,-0.3,0.04,0.38
904,2434549586,15.0,Sat,2021-12-04,17:30,Watford,0.8,1,Manchester City,3.1,3,Premier-League,2021-2022,-1,https://fbref.com/en/matches/befb6648/Watford-Manchester-City-December-4-2021-Premier-League,1683.75,2022.61,12.0,7.0,1.2,-1,-1,76.5,86.67,1,9,0.93,-1,-1,41.4,75.7,0.74,2.6,63.36,93.34,0.0825,0.7695,0.148,0,3,0.2,-0.1,0.94,2.3,1.1,2.14,1.72,0.68,52,90,0.9,2.21,0.6,2.4,1.4,1.8,1.8,0.8,0.0,3.0,0.0,6.0,6.0,0.0,-0.21,-0.2,0.24,0.22
2811,8267968301,16.0,Sat,2021-12-04,18:00,Roma,0.7,0,Inter,1.3,3,Serie-A,2021-2022,-1,https://fbref.com/en/matches/83e0ac81/Roma-Internazionale-December-4-2021-Serie-A,1710.21,1890.22,3.8,3.8,1.9,-1,-1,74.69,80.5,0,1,0.83,0,-1,47.5,84.9,1.26,2.01,72.33,84.88,0.235,0.5433,0.2217,0,3,-0.7,1.7,1.66,2.36,1.78,2.3,1.38,0.88,90,91,1.74,2.27,1.2,2.6,1.2,2.0,1.2,0.6,0.75,1.5,1.25,1.75,1.75,1.25,0.0,-0.66,0.32,-0.38
4710,7756198249,16.0,Sat,2021-12-04,18:30,Atlético Madrid,1.5,1,Mallorca,0.6,2,La-Liga,2021-2022,-1,https://fbref.com/en/matches/fc33659d/Atletico-Madrid-Mallorca-December-4-2021-La-Liga,1856.48,1609.84,1.3,5.25,11.0,1,1,85.55,72.81,3,0,0.91,1,1,55.1,30.6,2.08,0.64,82.95,62.16,0.7006,0.1005,0.1989,0,3,-0.5,1.4,2.22,0.92,1.74,1.04,0.76,1.66,90,53,2.06,0.92,2.2,0.8,2.6,1.0,1.2,1.4,3.0,0.0,2.5,0.0,0.0,2.5,0.36,0.54,0.0,-0.16
8160,8547232060,14.0,Sat,2021-12-04,18:30,Dortmund,1.2,2,Bayern Munich,3.1,3,Bundesliga,2021-2022,-1,https://fbref.com/en/matches/e79b392a/Der-Klassiker-Dortmund-Bayern-Munich-December-4-2021-Bundesliga,1831.56,2015.33,,,,0,-1,81.83,86.91,2,7,1.0,0,-1,70.6,76.6,1.58,2.71,80.12,93.38,0.2073,0.608,0.1848,0,3,0.8,-0.1,1.94,2.36,2.2,2.98,1.42,1.16,81,81,2.01,2.36,2.4,2.4,2.2,2.6,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,0.28,0.36,0.61,0.16
6519,3750850092,17.0,Sat,2021-12-04,19:00,Lille,1.4,2,Troyes,0.3,1,Ligue-1,2021-2022,1,https://fbref.com/en/matches/e0e7bef1/Lille-Troyes-December-4-2021-Ligue-1,1743.94,1538.42,1.44,4.5,7.5,1,1,74.81,71.12,0,0,0.88,0,0,40.8,28.8,1.73,0.61,71.24,52.07,0.638,0.126,0.2359,3,0,0.6,0.7,1.92,1.0,1.62,0.94,0.88,1.44,82,16,1.87,1.0,1.2,0.8,1.4,0.8,1.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.29,-0.06,0.01,-0.0
2812,9788600449,16.0,Sat,2021-12-04,20:45,Napoli,1.1,2,Atalanta,1.6,3,Serie-A,2021-2022,-1,https://fbref.com/en/matches/61aaea83/Napoli-Atalanta-December-4-2021-Serie-A,1811.77,1827.4,2.45,3.5,2.8,1,-1,79.11,79.19,1,0,0.97,0,1,72.3,63.2,1.71,1.33,80.82,78.09,0.4583,0.2979,0.2438,0,3,0.9,1.4,2.08,2.0,2.12,2.18,0.98,1.18,91,91,1.92,2.05,1.6,2.6,2.0,2.8,1.2,1.0,1.0,1.75,2.0,2.25,2.25,2.0,0.42,0.9,0.32,1.02
4711,6434949912,16.0,Sat,2021-12-04,21:00,Real Sociedad,0.7,0,Real Madrid,1.6,2,La-Liga,2021-2022,-1,https://fbref.com/en/matches/428cdc1d/Real-Sociedad-Real-Madrid-December-4-2021-La-Liga,1756.95,1935.0,3.3,3.3,2.25,-1,-1,76.19,85.2,0,5,0.87,0,-1,64.2,86.3,1.33,1.57,78.32,84.16,0.317,0.4225,0.2605,0,3,-0.7,0.4,1.72,2.26,1.48,1.96,0.96,0.82,91,91,1.62,2.27,1.6,3.0,1.0,2.2,0.4,0.8,0.5,2.0,0.75,1.5,1.5,0.75,-0.03,-0.26,0.35,0.26
6520,1036672484,17.0,Sat,2021-12-04,21:00,Lens,1.1,1,Paris S-G,1.9,1,Ligue-1,2021-2022,0,https://fbref.com/en/matches/85fc2ecf/Lens-Paris-Saint-Germain-December-4-2021-Ligue-1,1625.41,1911.53,5.0,4.33,1.61,-1,-1,72.64,87.53,0,5,0.9,-1,-1,38.6,32.9,1.27,2.13,62.05,82.33,0.2208,0.5652,0.214,1,1,-0.1,-0.9,1.48,2.34,1.54,2.34,1.42,0.82,54,81,1.54,2.36,1.0,2.6,1.8,2.2,2.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,0.1,0.08,0.32,0.2
2813,8962739539,16.0,Sun,2021-12-05,12:30,Bologna,0.7,2,Fiorentina,1.1,3,Serie-A,2021-2022,-1,https://fbref.com/en/matches/84a63b19/Derby-dellAppennino-Bologna-Fiorentina-December-5-2021-Serie-A,1614.85,1647.35,2.87,3.3,2.5,-1,-1,73.31,74.75,0,0,0.97,0,0,12.2,23.5,1.26,1.31,63.41,67.85,0.3531,0.3739,0.273,0,3,1.3,1.9,1.24,1.22,1.36,1.32,1.7,1.46,91,91,1.23,1.24,2.4,1.8,1.2,2.2,0.4,1.4,0.75,1.5,1.0,2.0,2.0,1.0,-0.02,-0.2,0.12,0.34
