Game ID,Wk,Day,Date,Time,Home,xG Home,G Home,Away,xG Away,G Away,League,Season,Score,Match Link
389,36.0,Fri,2020-07-24,21:45,Milan,0.5,1,Atalanta,2.0,1,Serie-A,2019-2020,0,https://fbref.com/en/matches/8eb861f9/Milan-Atalanta-July-24-2020-Serie-A
390,36.0,Sat,2020-07-25,17:15,Brescia,1.7,1,Parma,1.6,2,Serie-A,2019-2020,-1,https://fbref.com/en/matches/22a89a37/Brescia-Parma-July-25-2020-Serie-A
391,36.0,Sat,2020-07-25,19:30,Genoa,0.5,0,Inter,2.1,3,Serie-A,2019-2020,-1,https://fbref.com/en/matches/ae7acfba/Genoa-Internazionale-July-25-2020-Serie-A
392,36.0,Sat,2020-07-25,21:45,Napoli,2.1,2,Sassuolo,0.6,0,Serie-A,2019-2020,1,https://fbref.com/en/matches/d0a7b712/Napoli-Sassuolo-July-25-2020-Serie-A
393,36.0,Sun,2020-07-26,17:15,Bologna,2.6,3,Lecce,2.2,2,Serie-A,2019-2020,1,https://fbref.com/en/matches/5bfe966b/Bologna-Lecce-July-26-2020-Serie-A
394,36.0,Sun,2020-07-26,19:30,Roma,2.7,2,Fiorentina,0.8,1,Serie-A,2019-2020,1,https://fbref.com/en/matches/66a750bd/Roma-Fiorentina-July-26-2020-Serie-A
395,36.0,Sun,2020-07-26,19:30,SPAL,0.4,1,Torino,1.7,1,Serie-A,2019-2020,0,https://fbref.com/en/matches/ab419e0b/SPAL-Torino-July-26-2020-Serie-A
396,36.0,Sun,2020-07-26,19:30,Hellas Verona,1.8,1,Lazio,2.3,5,Serie-A,2019-2020,-1,https://fbref.com/en/matches/e67f3da1/Hellas-Verona-Lazio-July-26-2020-Serie-A
397,36.0,Sun,2020-07-26,19:30,Cagliari,1.4,0,Udinese,1.0,1,Serie-A,2019-2020,-1,https://fbref.com/en/matches/f09e4b58/Cagliari-Udinese-July-26-2020-Serie-A
398,36.0,Sun,2020-07-26,21:45,Juventus,3.0,2,Sampdoria,1.7,0,Serie-A,2019-2020,1,https://fbref.com/en/matches/d2da585b/Juventus-Sampdoria-July-26-2020-Serie-A
400,37.0,Tue,2020-07-28,19:30,Parma,1.7,1,Atalanta,1.4,2,Serie-A,2019-2020,-1,https://fbref.com/en/matches/3ed750d6/Parma-Atalanta-July-28-2020-Serie-A
401,37.0,Tue,2020-07-28,21:45,Inter,0.6,2,Napoli,1.1,0,Serie-A,2019-2020,1,https://fbref.com/en/matches/e5481cdd/Internazionale-Napoli-July-28-2020-Serie-A
402,37.0,Wed,2020-07-29,19:30,Hellas Verona,2.0,3,SPAL,0.7,0,Serie-A,2019-2020,1,https://fbref.com/en/matches/5d41021d/Hellas-Verona-SPAL-July-29-2020-Serie-A
403,37.0,Wed,2020-07-29,19:30,Udinese,1.2,1,Lecce,2.2,2,Serie-A,2019-2020,-1,https://fbref.com/en/matches/6f8b0e57/Udinese-Lecce-July-29-2020-Serie-A
404,37.0,Wed,2020-07-29,19:30,Lazio,3.5,2,Brescia,0.7,0,Serie-A,2019-2020,1,https://fbref.com/en/matches/b0e8501c/Lazio-Brescia-July-29-2020-Serie-A
405,37.0,Wed,2020-07-29,19:30,Sassuolo,2.6,5,Genoa,1.1,0,Serie-A,2019-2020,1,https://fbref.com/en/matches/dd1b303e/Sassuolo-Genoa-July-29-2020-Serie-A
406,37.0,Wed,2020-07-29,19:30,Sampdoria,2.3,1,Milan,2.7,4,Serie-A,2019-2020,-1,https://fbref.com/en/matches/f37d9898/Sampdoria-Milan-July-29-2020-Serie-A
407,37.0,Wed,2020-07-29,21:45,Fiorentina,2.1,4,Bologna,1.4,0,Serie-A,2019-2020,1,https://fbref.com/en/matches/0a478689/Derby-dellAppennino-Fiorentina-Bologna-July-29-2020-Serie-A
408,37.0,Wed,2020-07-29,21:45,Torino,0.9,2,Roma,2.1,3,Serie-A,2019-2020,-1,https://fbref.com/en/matches/710a1dbf/Torino-Roma-July-29-2020-Serie-A
409,37.0,Wed,2020-07-29,21:45,Cagliari,1.1,2,Juventus,1.7,0,Serie-A,2019-2020,1,https://fbref.com/en/matches/7c93a395/Cagliari-Juventus-July-29-2020-Serie-A
411,38.0,Sat,2020-08-01,18:00,Brescia,1.7,1,Sampdoria,1.9,1,Serie-A,2019-2020,0,https://fbref.com/en/matches/d1352c1c/Brescia-Sampdoria-August-1-2020-Serie-A
412,38.0,Sat,2020-08-01,20:45,Juventus,1.2,1,Roma,1.7,3,Serie-A,2019-2020,-1,https://fbref.com/en/matches/6277f415/Juventus-Roma-August-1-2020-Serie-A
413,38.0,Sat,2020-08-01,20:45,Napoli,1.7,3,Lazio,1.2,1,Serie-A,2019-2020,1,https://fbref.com/en/matches/671ca1ba/Napoli-Lazio-August-1-2020-Serie-A
414,38.0,Sat,2020-08-01,20:45,Atalanta,1.2,0,Inter,0.7,2,Serie-A,2019-2020,-1,https://fbref.com/en/matches/a49b41b1/Atalanta-Internazionale-August-1-2020-Serie-A
415,38.0,Sat,2020-08-01,20:45,Milan,2.7,3,Cagliari,0.2,0,Serie-A,2019-2020,1,https://fbref.com/en/matches/d4584839/Milan-Cagliari-August-1-2020-Serie-A
416,38.0,Sun,2020-08-02,18:00,SPAL,0.5,1,Fiorentina,2.3,3,Serie-A,2019-2020,-1,https://fbref.com/en/matches/73dc3e92/SPAL-Fiorentina-August-2-2020-Serie-A
417,38.0,Sun,2020-08-02,20:45,Genoa,0.8,3,Hellas Verona,1.1,0,Serie-A,2019-2020,1,https://fbref.com/en/matches/014d1244/Genoa-Hellas-Verona-August-2-2020-Serie-A
418,38.0,Sun,2020-08-02,20:45,Sassuolo,1.3,0,Udinese,1.7,1,Serie-A,2019-2020,-1,https://fbref.com/en/matches/6fc1b0dd/Sassuolo-Udinese-August-2-2020-Serie-A
419,38.0,Sun,2020-08-02,20:45,Bologna,0.9,1,Torino,1.9,1,Serie-A,2019-2020,0,https://fbref.com/en/matches/9d9f22b7/Bologna-Torino-August-2-2020-Serie-A
420,38.0,Sun,2020-08-02,20:45,Lecce,2.7,3,Parma,3.2,4,Serie-A,2019-2020,-1,https://fbref.com/en/matches/a2f2dce1/Lecce-Parma-August-2-2020-Serie-A
